"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C01_008E","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C04_006E"
"310M100US49620","York-Hanover, PA Metro Area","168508","1980","5.5","0.8","3.1","0.6","10.5","0.9","10.4","0.9","15.8","1.1","19.7","1.3","1.2","14.3","1.2","3.4","0.7","2.6","0.5","55648","1503","67679","1610","24.4","(X)","(X)","(X)","(X)","(X)","118190","3283","3.0","0.7","1.7","0.7","6.6","1.2","8.4","1.1","15.7","1.4","21.2","1.7","17.5","1.4","18.0","1.5","4.6","0.9","3.2","0.7","66819","2642","77612","2176","(X)","(X)","23.2","(X)","(X)","(X)","91558","3148","0.8","0.3","0.3","0.2","4.7","1.2","6.3","0.9","14.5","1.7","22.3","2.1","19.0","1.5","22.1","1.9","5.9","1.2","4.1","0.9","76026","2003","14.8","87501","2611","(X)","(X)","(X)","(X)","(X)","(X)","50318","2730","12.9","2.0","7.5","1.7","21.0","2.3","14.9","2.1","2.1","15.0","2.0","6.6","1.4","4.2","1.2","0.6","0.4","0.9","0.5","30825","1346","40572","2248","(X)","(X)","(X)","(X)","25.0","(X)","16.3"
"310M100US49660","Youngstown-Warren-Boardman, OH-PA Metro Area","229328","2843","8.4","0.8","7.7","0.8","14.6","1.0","12.5","0.9","16.2","1.1","18.6","1.1","0.7","7.9","0.7","1.9","0.4","1.5","0.4","40686","1132","52962","1350","24.2","(X)","(X)","(X)","(X)","(X)","148065","3322","5.9","0.8","4.0","0.7","9.8","1.0","11.1","1.1","17.9","1.5","21.6","1.5","13.8","1.1","10.9","1.0","2.7","0.6","2.1","0.5","51021","1354","63339","1820","(X)","(X)","24.1","(X)","(X)","(X)","105459","3377","1.3","0.3","1.8","0.6","5.9","0.9","10.3","1.2","18.8","1.5","24.4","1.7","16.8","1.4","14.4","1.2","3.6","0.7","2.7","0.7","61235","1363","10.6","74595","2301","(X)","(X)","(X)","(X)","(X)","(X)","81263","3100","15.2","1.7","14.4","1.7","22.9","1.7","15.5","1.7","1.8","12.0","1.5","3.7","0.9","1.6","0.6","0.5","0.5","0.3","0.2","23830","1048","31903","1655","(X)","(X)","(X)","(X)","23.1","(X)","14.0"
"310M100US49700","Yuba City, CA Metro Area","56101","1055","6.9","1.4","7.9","1.8","12.8","2.1","9.7","1.7","15.7","2.1","18.6","2.5","2.1","9.9","1.8","4.1","1.5","2.2","0.9","45646","2950","61441","4776","21.5","(X)","(X)","(X)","(X)","(X)","40456","1955","6.5","1.9","5.1","1.8","10.8","2.4","8.4","1.9","16.5","2.4","20.2","3.2","13.5","2.7","11.4","2.3","5.4","2.1","2.1","0.8","53663","5648","67428","6328","(X)","(X)","20.8","(X)","(X)","(X)","29067","1959","2.5","1.3","2.2","1.3","5.9","1.9","8.2","2.1","17.4","3.0","22.6","3.8","17.1","3.5","14.4","2.9","6.9","2.6","2.9","1.1","63949","5205","12.2","79897","8490","(X)","(X)","(X)","(X)","(X)","(X)","15645","1729","12.4","3.5","16.6","4.6","17.4","5.2","12.3","4.2","4.2","11.8","3.5","7.0","2.8","5.6","3.0","1.9","2.3","1.0","1.2","27113","5455","40918","4897","(X)","(X)","(X)","(X)","21.0","(X)","13.8"
"310M100US49740","Yuma, AZ Metro Area","70895","1964","9.2","2.0","6.3","1.6","15.3","2.0","12.9","2.2","17.4","2.2","20.0","2.9","1.6","6.5","1.2","1.9","0.7","0.9","0.4","39485","2382","49642","2069","28.1","(X)","(X)","(X)","(X)","(X)","54889","2436","7.3","2.1","5.3","1.7","13.8","2.4","14.9","2.7","17.8","2.6","19.9","3.4","10.1","1.9","7.6","1.5","2.3","0.9","1.1","0.5","41190","2559","52817","2536","(X)","(X)","26.3","(X)","(X)","(X)","40565","2560","2.0","0.8","3.5","1.5","12.4","2.5","14.8","3.0","18.4","3.3","23.3","4.2","11.5","2.1","9.7","1.9","2.9","1.2","1.5","0.7","49086","4028","9.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16006","1636","17.4","5.2","11.8","3.5","20.6","4.6","9.9","3.9","4.4","16.6","4.4","6.9","3.2","2.4","1.5","0.4","0.7","0.2","0.3","25086","4711","35180","3792","(X)","(X)","(X)","(X)","32.5","(X)","13.7"
"310M100US49780","Zanesville, OH Micro Area","33675","963","8.9","2.2","9.4","2.0","14.8","2.7","12.4","2.6","13.5","2.2","18.5","2.7","2.5","7.0","1.8","1.6","1.1","1.4","0.9","39266","3301","50412","3244","26.7","(X)","(X)","(X)","(X)","(X)","23344","1402","8.1","2.8","3.7","1.7","11.0","3.1","9.4","2.5","16.2","3.3","22.5","3.7","15.9","3.4","9.2","2.3","2.1","1.6","1.9","1.2","50943","2822","58952","4094","(X)","(X)","28.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61606","5482","12.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10331","1143","15.1","5.0","23.6","6.2","23.8","6.1","15.5","4.5","3.8","7.4","4.4","2.9","2.1","1.2","1.4","0.0","1.3","0.5","0.8","19439","2511","26846","3680","(X)","(X)","(X)","(X)","20.6","(X)","9.9"
"310M100US10140","Aberdeen, WA Micro Area","27880","1517","9.2","2.2","9.3","2.5","10.4","3.0","11.1","2.6","19.7","3.7","17.7","3.5","3.3","9.1","2.4","2.0","1.2","1.7","1.1","42057","3453","55606","5528","34.3","(X)","(X)","(X)","(X)","(X)","17482","1470","6.5","2.6","4.2","2.2","6.4","2.9","9.5","2.3","19.4","4.7","23.4","5.4","14.8","5.3","11.5","3.2","1.6","1.0","2.7","1.7","53027","4323","67287","7235","(X)","(X)","36.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","62589","11642","9.9","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10398","1124","16.6","4.8","18.0","5.2","17.6","5.6","15.0","4.7","5.6","7.2","3.2","4.0","3.8","1.9","1.7","2.7","2.3","0.0","1.5","22791","4193","32813","4187","(X)","(X)","(X)","(X)","29.7","(X)","16.9"
"310M100US10180","Abilene, TX Metro Area","60066","1843","9.2","1.9","6.4","1.5","12.8","1.9","12.6","1.9","14.6","2.1","20.4","2.8","1.7","7.5","1.5","3.8","1.3","2.5","1.0","43407","3150","60465","4923","34.4","(X)","(X)","(X)","(X)","(X)","39268","2167","5.7","1.8","4.1","1.4","10.6","2.1","10.1","1.9","14.3","2.2","24.1","3.4","12.6","2.3","9.6","2.0","5.4","1.9","3.6","1.5","54822","3450","73071","7191","(X)","(X)","33.5","(X)","(X)","(X)","29251","1866","3.0","1.7","1.5","0.9","7.1","1.9","8.3","2.0","15.2","2.9","25.4","4.1","16.0","2.9","12.7","2.6","6.1","2.3","4.8","2.0","65818","3473","10.2","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20798","2000","16.9","4.2","10.7","3.3","18.2","4.1","17.4","3.9","3.8","12.5","3.4","4.0","2.2","3.4","2.1","1.0","1.2","0.6","0.6","26609","2294","35390","4039","(X)","(X)","(X)","(X)","35.0","(X)","15.1"
"310M100US10300","Adrian, MI Micro Area","37998","1168","6.8","1.6","6.6","1.8","11.5","1.9","11.8","1.8","15.1","2.3","21.4","2.6","1.9","11.7","1.7","2.1","1.0","0.8","0.5","48224","2798","56429","2232","27.4","(X)","(X)","(X)","(X)","(X)","25559","1333","3.4","1.3","2.2","1.1","8.7","2.4","11.1","2.4","14.4","2.6","24.4","3.2","16.0","2.7","15.6","2.8","3.1","1.5","1.1","0.7","59569","2415","67206","2723","(X)","(X)","26.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67454","2563","12.2","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12439","1233","15.1","4.0","15.3","4.9","18.8","4.0","15.9","4.5","4.1","15.5","4.5","3.4","1.9","2.9","2.1","0.0","0.9","0.1","0.2","25316","4598","32246","3212","(X)","(X)","(X)","(X)","29.5","(X)","13.1"
"310M100US10380","Aguadilla-Isabela-San Sebasti?n, PR Metro Area","99474","2878","35.0","2.3","14.0","1.8","19.6","1.8","11.7","1.6","9.5","1.7","7.6","1.3","0.6","0.4","0.3","0.4","0.3","0.1","0.1","15339","843","21939","1268","21.4","(X)","(X)","(X)","(X)","(X)","71411","3230","29.0","2.5","12.0","1.8","21.5","2.3","13.8","2.0","10.7","2.2","9.7","1.8","2.4","0.8","0.5","0.4","0.3","0.4","0.0","0.1","18344","1801","24384","1216","(X)","(X)","23.6","(X)","(X)","(X)","47050","2648","19.4","2.8","11.0","2.1","23.7","2.5","14.8","2.6","13.5","2.8","13.1","2.5","3.1","1.2","0.8","0.6","0.4","0.5","0.1","0.1","23310","1487","1.8","29187","1672","(X)","(X)","(X)","(X)","(X)","(X)","28063","2139","55.3","4.7","17.9","3.3","14.0","2.9","5.2","1.9","2.3","1.5","1.0","0.2","0.3","0.0","0.7","0.8","0.8","0.1","0.3","8836","975","14243","2972","(X)","(X)","(X)","(X)","13.8","(X)","5.0"
"310M100US10420","Akron, OH Metro Area","280887","3486","8.7","0.8","6.1","0.6","10.9","0.9","9.8","0.8","14.8","1.1","19.4","0.9","0.9","11.7","0.8","3.3","0.5","3.4","0.5","49731","1211","65187","1586","29.5","(X)","(X)","(X)","(X)","(X)","175146","3852","6.2","0.9","3.3","0.6","6.6","0.8","7.7","0.9","13.1","1.0","22.3","1.3","15.6","1.4","15.6","1.2","4.7","0.7","4.8","0.7","63328","1750","79228","2417","(X)","(X)","30.1","(X)","(X)","(X)","128397","3155","1.1","0.4","1.2","0.4","3.8","0.8","6.6","0.9","11.8","1.2","24.0","1.4","18.8","1.6","20.1","1.5","6.1","0.9","6.4","1.0","76745","2254","12.0","94022","3183","(X)","(X)","(X)","(X)","(X)","(X)","105741","3852","14.4","1.8","11.3","1.3","17.9","1.7","13.3","1.5","2.0","13.2","1.6","5.7","1.1","4.5","1.2","1.1","0.5","0.9","0.4","29760","1946","40099","1881","(X)","(X)","(X)","(X)","27.6","(X)","17.6"
"310M100US10460","Alamogordo, NM Micro Area","22769","1423","8.5","3.0","7.6","3.5","16.5","4.0","12.1","3.3","15.0","4.0","18.8","4.0","2.5","8.0","2.8","3.1","1.8","1.6","1.6","40583","7128","51886","5011","23.4","(X)","(X)","(X)","(X)","(X)","16605","1611","7.7","3.6","8.3","4.0","13.6","3.7","11.7","4.2","15.7","4.6","18.4","3.7","10.0","2.9","9.3","3.5","4.3","2.5","1.1","1.7","44193","6227","55429","6244","(X)","(X)","23.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","58993","8528","8.9","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6164","1153","13.8","5.6","10.5","7.9","19.6","6.7","14.8","6.7","5.7","23.1","10.4","2.2","1.9","4.3","3.7","0.0","2.3","2.7","3.9","29401","6294","39548","7854","(X)","(X)","(X)","(X)","18.2","(X)","9.1"
"310M100US10500","Albany, GA Metro Area","57699","1993","14.9","2.1","8.3","1.6","14.2","2.4","13.1","2.1","13.5","2.2","14.9","2.1","1.5","7.6","1.6","2.2","0.8","2.6","1.0","34469","2643","54220","5164","45.6","(X)","(X)","(X)","(X)","(X)","38251","2268","12.4","2.5","5.9","1.7","10.7","2.5","12.9","2.3","13.1","2.7","16.6","2.6","11.3","2.1","10.5","2.3","3.1","1.2","3.6","1.4","43613","4668","63099","5562","(X)","(X)","43.5","(X)","(X)","(X)","24092","1975","2.4","1.2","2.0","1.3","8.7","2.6","10.1","2.3","14.1","3.7","21.7","3.8","16.2","3.0","16.0","3.6","4.3","1.9","4.7","1.9","65813","5066","8.7","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19448","1942","22.9","3.9","14.1","3.7","18.9","4.2","14.6","4.2","3.4","9.5","3.0","3.6","1.8","2.0","1.5","0.3","0.8","0.8","0.8","20868","3136","35163","8702","(X)","(X)","(X)","(X)","46.5","(X)","13.3"
"310M100US10540","Albany-Lebanon, OR Micro Area","43905","1556","8.1","2.3","5.8","1.6","17.4","2.8","9.4","2.1","15.7","2.6","22.5","3.3","2.1","8.4","1.9","1.5","0.7","1.2","0.9","43489","4116","52156","3324","30.8","(X)","(X)","(X)","(X)","(X)","30562","1940","4.1","1.8","3.9","1.9","13.3","3.3","9.1","2.4","16.0","3.1","25.8","4.0","12.6","2.9","11.2","2.6","2.2","1.1","1.6","1.3","53412","3707","61240","4606","(X)","(X)","30.3","(X)","(X)","(X)","24159","1860","1.4","1.2","2.4","1.8","10.7","3.1","7.9","2.2","16.1","3.9","28.6","4.6","15.1","3.5","14.0","3.1","2.8","1.4","1.1","0.8","57910","3072","10.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13343","1689","18.4","5.6","12.0","3.6","27.9","6.4","9.6","3.9","4.6","12.1","4.7","3.3","2.2","2.1","2.2","0.0","1.2","0.0","1.2","19303","2041","28821","2949","(X)","(X)","(X)","(X)","27.1","(X)","14.5"
"310M100US10580","Albany-Schenectady-Troy, NY Metro Area","342705","3042","6.0","0.6","4.8","0.6","9.7","0.7","8.7","0.6","11.8","0.9","20.0","1.0","0.8","15.8","0.9","5.5","0.5","3.8","0.5","60625","1224","75558","1881","25.0","(X)","(X)","(X)","(X)","(X)","203507","4225","2.9","0.5","2.1","0.5","5.8","0.7","6.1","0.8","10.3","1.0","20.3","1.3","16.5","1.2","22.2","1.2","8.1","0.8","5.8","0.8","78549","2472","94632","2911","(X)","(X)","24.4","(X)","(X)","(X)","152457","4389","0.7","0.2","0.8","0.3","3.1","0.7","4.3","0.6","8.5","1.0","20.0","1.4","18.0","1.4","27.1","1.5","10.1","1.0","7.5","1.0","92545","2343","14.0","108346","3699","(X)","(X)","(X)","(X)","(X)","(X)","139198","4007","11.5","1.3","8.9","1.1","15.5","1.4","13.3","1.2","1.4","19.2","1.5","9.7","1.2","5.3","0.9","1.2","0.4","0.6","0.3","35544","1374","44811","1472","(X)","(X)","(X)","(X)","25.0","(X)","14.7"
"310M100US10700","Albertville, AL Micro Area","33802","1255","9.0","2.0","8.5","2.0","18.8","3.1","12.1","2.5","13.4","2.3","15.5","2.5","2.2","7.2","1.7","2.2","0.9","1.9","1.2","36197","2826","52306","4346","29.5","(X)","(X)","(X)","(X)","(X)","23808","1259","6.1","2.2","4.6","1.8","16.9","4.3","11.9","3.1","13.2","2.7","18.3","3.0","15.2","3.2","8.8","2.4","2.4","1.1","2.7","1.7","45128","5856","60848","5860","(X)","(X)","28.9","(X)","(X)","(X)","17974","1213","2.9","1.5","2.9","1.9","14.2","4.4","8.2","2.5","15.0","3.2","20.6","4.0","18.1","3.6","11.6","3.1","3.1","1.4","3.5","2.3","59885","5967","11.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9994","1204","17.7","5.6","17.3","5.3","23.4","5.1","12.3","4.0","4.8","8.6","3.3","2.0","1.3","2.9","2.2","1.7","1.9","0.0","1.4","20913","2907","30780","4295","(X)","(X)","(X)","(X)","30.0","(X)","14.0"
"310M100US10740","Albuquerque, NM Metro Area","344869","3284","9.2","0.7","5.9","0.6","11.9","0.8","11.8","0.8","13.7","0.9","17.8","1.1","0.8","11.2","0.7","4.1","0.6","2.8","0.4","46725","1533","62672","1432","33.4","(X)","(X)","(X)","(X)","(X)","221304","4852","7.0","0.8","4.3","0.7","9.7","1.0","11.2","1.0","12.0","1.1","18.9","1.2","13.5","0.9","14.4","1.0","5.4","0.8","3.6","0.5","56409","1764","71866","1776","(X)","(X)","34.8","(X)","(X)","(X)","153017","4362","2.8","0.6","2.4","0.6","7.3","1.1","8.2","0.9","11.3","1.1","20.9","1.4","16.8","1.2","17.7","1.3","7.3","1.1","5.1","0.7","70849","1564","11.6","86016","2401","(X)","(X)","(X)","(X)","(X)","(X)","123565","4152","15.2","1.6","8.9","1.3","17.3","1.8","12.9","1.6","1.5","14.8","1.6","7.6","1.3","4.3","0.9","1.8","0.7","1.2","0.5","31368","1042","43147","2219","(X)","(X)","(X)","(X)","29.4","(X)","15.9"
"310M100US10780","Alexandria, LA Metro Area","57277","1826","10.5","2.1","7.3","1.6","14.1","2.0","11.8","1.9","15.2","2.3","17.9","2.4","2.2","8.7","1.9","1.6","0.6","1.8","0.8","40896","1417","53016","3175","27.3","(X)","(X)","(X)","(X)","(X)","38331","1991","7.8","2.5","4.0","1.5","12.0","2.5","12.0","2.3","15.8","2.7","18.8","3.0","13.7","3.0","11.3","2.6","2.3","0.9","2.3","1.1","48236","4477","61577","4274","(X)","(X)","29.4","(X)","(X)","(X)","26071","2066","3.2","1.9","1.1","0.9","7.7","2.3","8.9","2.5","15.7","3.4","22.0","4.1","19.0","3.9","15.8","3.7","3.3","1.3","3.4","1.6","64026","7085","11.2","76560","5773","(X)","(X)","(X)","(X)","(X)","(X)","18946","1716","19.6","4.2","14.1","3.8","19.7","4.1","10.6","3.0","4.0","13.6","4.0","4.6","2.3","2.3","1.5","0.2","0.3","0.8","1.0","21754","2585","32401","3306","(X)","(X)","(X)","(X)","22.9","(X)","14.4"
"310M100US10880","Allegan, MI Micro Area","42930","1223","5.8","1.6","6.7","1.8","11.9","2.0","10.6","1.7","15.0","2.2","23.2","2.7","1.8","10.3","1.9","2.5","1.0","1.9","0.8","50078","3515","62955","5666","33.7","(X)","(X)","(X)","(X)","(X)","31293","1454","3.3","1.8","5.0","2.2","9.0","2.0","8.7","2.0","14.6","2.4","25.7","3.1","15.0","2.2","13.3","2.4","3.3","1.3","2.1","1.1","58455","2978","70200","7224","(X)","(X)","33.1","(X)","(X)","(X)","25253","1525","1.5","1.3","2.1","1.1","6.3","1.7","7.0","2.3","14.0","2.5","29.1","3.5","17.7","2.6","15.6","2.9","4.1","1.6","2.6","1.4","66188","3396","12.2","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11637","1132","13.3","4.0","13.0","4.3","21.5","5.2","13.3","3.8","4.9","14.8","3.9","3.6","1.9","1.8","1.2","0.2","0.4","1.4","1.1","26569","3702","41358","8816","(X)","(X)","(X)","(X)","33.5","(X)","17.0"
"310M100US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","314173","3031","5.1","0.6","4.9","0.5","9.5","0.7","9.9","0.8","14.5","0.9","20.3","1.0","1.0","13.3","0.7","4.7","0.5","3.3","0.3","55766","1042","71171","1405","27.4","(X)","(X)","(X)","(X)","(X)","213357","4128","3.5","0.7","2.2","0.5","5.9","0.7","9.2","0.9","13.0","1.0","21.5","1.3","17.2","1.4","16.9","1.0","6.2","0.8","4.3","0.5","67654","2534","82255","2010","(X)","(X)","27.4","(X)","(X)","(X)","159717","4054","0.8","0.3","1.0","0.3","3.8","0.6","7.0","0.9","12.3","1.1","21.2","1.3","20.0","1.6","20.6","1.3","7.9","1.0","5.5","0.7","80149","1992","14.4","93986","2348","(X)","(X)","(X)","(X)","(X)","(X)","100816","4245","10.6","1.6","10.6","1.4","17.9","1.8","12.6","1.8","1.8","16.4","1.9","7.2","1.1","5.2","1.0","1.0","0.5","1.0","0.6","33003","2347","43898","2148","(X)","(X)","(X)","(X)","25.3","(X)","17.5"
"310M100US11020","Altoona, PA Metro Area","50098","1386","8.1","1.7","7.1","1.3","13.6","2.3","12.6","1.8","16.1","2.1","21.3","2.5","1.8","8.1","1.6","1.8","0.8","2.2","0.8","41258","1703","53745","2529","28.2","(X)","(X)","(X)","(X)","(X)","32068","1729","3.3","1.2","3.4","1.5","9.5","2.1","11.7","2.1","19.6","3.0","24.5","3.2","11.0","2.3","11.4","2.2","2.5","1.3","3.1","1.3","52079","2963","64426","3323","(X)","(X)","28.0","(X)","(X)","(X)","24351","1447","1.3","0.9","1.6","0.9","6.4","1.9","10.8","2.4","17.8","3.0","27.5","3.7","13.4","2.9","14.3","2.8","3.2","1.7","3.8","1.6","59183","2410","9.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18030","1537","17.4","3.8","14.5","3.0","24.0","4.9","14.7","3.8","2.5","13.5","3.5","3.8","1.6","1.2","1.1","0.6","0.8","0.6","0.6","21889","1387","31403","2833","(X)","(X)","(X)","(X)","24.8","(X)","9.7"
"310M100US11100","Amarillo, TX Metro Area","94559","1646","8.3","1.1","7.2","1.1","12.8","1.5","11.2","1.3","14.4","1.7","18.1","1.7","1.7","10.8","1.4","3.5","0.9","2.3","0.8","46434","1710","58898","2603","30.5","(X)","(X)","(X)","(X)","(X)","61167","2272","5.1","1.1","4.3","1.5","8.3","1.3","10.2","1.7","15.9","2.5","19.7","2.3","14.0","2.3","14.1","2.0","5.1","1.4","3.2","1.1","56413","2336","70211","3604","(X)","(X)","31.6","(X)","(X)","(X)","44007","2232","1.3","0.7","2.1","0.8","5.2","1.2","9.0","1.9","15.2","2.4","20.3","2.7","17.3","2.9","17.9","2.5","7.0","1.9","4.5","1.6","69777","5303","11.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33392","2342","15.8","3.0","14.8","2.9","18.9","2.8","12.8","2.4","2.5","15.5","3.5","5.4","2.2","4.4","1.4","0.5","0.3","0.4","0.4","25337","2374","35911","2456","(X)","(X)","(X)","(X)","26.7","(X)","11.5"
"310M100US11180","Ames, IA Metro Area","35541","902","11.0","2.7","7.1","2.2","12.5","2.6","8.0","2.1","11.7","2.7","19.3","3.3","2.7","10.7","2.3","4.2","1.5","2.1","1.2","49489","4474","60560","3738","19.8","(X)","(X)","(X)","(X)","(X)","19899","1267","4.0","1.9","3.3","2.2","5.2","2.1","4.2","2.0","12.4","3.7","23.8","4.5","18.7","4.0","17.8","3.8","7.0","2.6","3.7","2.1","72665","7950","82841","5859","(X)","(X)","18.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78285","5614","13.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15642","1417","22.4","6.0","11.2","4.1","20.9","5.0","12.7","3.9","4.4","12.6","3.5","5.9","2.9","2.0","1.2","0.3","0.6","0.2","0.3","22585","2632","31146","3149","(X)","(X)","(X)","(X)","20.2","(X)","11.7"
"310M100US11260","Anchorage, AK Metro Area","137052","1913","3.3","0.7","3.6","0.8","8.1","1.1","6.9","1.0","11.8","1.3","18.4","1.5","1.5","19.1","1.7","8.3","1.1","6.8","0.9","71494","2503","90056","3016","21.5","(X)","(X)","(X)","(X)","(X)","91723","2773","2.5","0.8","2.1","0.7","5.7","1.0","5.3","1.2","8.4","1.3","18.5","1.9","16.9","2.0","22.3","2.2","10.2","1.5","8.1","1.2","85156","3369","102143","3889","(X)","(X)","22.0","(X)","(X)","(X)","67753","2724","0.4","0.4","0.7","0.4","3.1","0.9","3.1","0.9","6.2","1.3","18.4","2.0","18.5","2.3","26.8","2.5","12.0","1.8","10.7","1.6","99202","4450","13.8","117404","4510","(X)","(X)","(X)","(X)","(X)","(X)","45329","2962","6.6","1.7","7.4","1.7","13.5","2.3","10.4","2.1","2.6","18.2","2.9","9.0","2.4","10.6","2.4","4.2","1.4","2.6","1.2","43939","4671","60657","3874","(X)","(X)","(X)","(X)","17.0","(X)","17.4"
"310M100US11300","Anderson, IN Metro Area","49124","1413","7.6","1.2","6.1","1.5","14.0","1.9","12.5","2.0","17.2","2.2","20.7","2.4","1.7","8.0","1.6","1.4","0.5","0.7","0.4","42933","2236","52297","2408","26.4","(X)","(X)","(X)","(X)","(X)","31390","1423","3.9","1.1","2.6","1.2","9.5","2.2","11.8","2.6","17.6","2.7","24.6","3.1","16.3","2.6","10.9","2.3","2.0","0.8","1.0","0.6","55144","3723","62838","3764","(X)","(X)","24.8","(X)","(X)","(X)","23421","1401","1.5","0.7","1.1","0.7","4.5","1.5","9.4","2.4","16.1","3.3","30.0","4.1","19.1","3.3","14.6","3.0","2.5","1.1","1.2","0.7","62578","3272","11.8","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17734","1378","14.6","3.2","12.4","3.8","23.1","3.8","14.2","2.8","3.4","12.9","3.4","3.0","1.4","2.8","2.0","0.4","0.6","0.0","0.1","24934","2062","32485","2788","(X)","(X)","(X)","(X)","28.4","(X)","16.5"
"310M100US11340","Anderson, SC Metro Area","72363","2357","9.1","1.7","8.5","1.7","14.1","2.0","12.2","2.2","16.7","2.5","16.3","2.4","1.7","8.8","1.3","2.4","0.8","2.3","0.9","39232","2114","54882","3268","25.3","(X)","(X)","(X)","(X)","(X)","50440","2610","6.5","2.2","5.7","1.7","10.6","2.3","11.3","2.4","16.9","3.0","19.5","3.2","11.7","2.3","11.8","1.8","3.0","1.1","3.1","1.3","48598","4360","63879","4248","(X)","(X)","25.0","(X)","(X)","(X)","35606","2476","1.4","0.8","2.0","1.0","6.6","2.1","10.4","2.5","16.5","3.4","23.8","3.8","15.5","3.0","15.2","2.7","4.2","1.5","4.4","1.8","63613","4365","9.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21923","2462","15.6","3.6","15.3","3.9","23.7","4.6","16.4","4.2","3.0","8.3","3.4","3.6","2.5","1.1","1.0","1.1","1.0","0.5","0.6","22265","2134","32150","4253","(X)","(X)","(X)","(X)","25.3","(X)","14.3"
